Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Runtyper,Korsform,Period,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Latitude_orig,Longtitude_orig,Latitude_add,Longtitude_add,Latitude_mix,Longtitute_mix
Öl Köping17  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339B), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85377046,,56.878,16.6561,56.85377046,16.6561
Öl Köping18  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:2), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85381947,,56.878,16.6561,56.85381947,16.6561
Öl Köping19  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:3), deponerad i tornet.",6306080.156,,,V,,,sten,grå kalksten,fragment av runsten,56.85386846,,56.878,16.6561,56.85386846,16.6561
Öl Köping20  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:4), deponerad i vapenhuset.",6306080.156,,,V,,,sten,grå kalksten,fragment av runsten,56.85391742,,56.878,16.6561,56.85391742,16.6561
Öl Köping21  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (15535:1), deponerad i tornet.",6306080.156,,,V,,,sten,grå kalksten,fragment av runsten,56.85396635,,56.878,16.6561,56.85396635,16.6561
Öl Köping22  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:5), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85401526,,56.878,16.6561,56.85401526,16.6561
Öl Köping23  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (17565:2), deponerad i tornet.",6306080.156,kortkvist-s,,V,,,sten,grå kalksten,fragment av runsten,56.85406414,,56.878,16.6561,56.85406414,16.6561
Öl Köping24  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:6), deponerad i vapenhuset.",6306080.156,,,V,,,sten,violettbrun kalksten,fragment av runsten,56.854113,,56.878,16.6561,56.854113,16.6561
Öl Köping25  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:7), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85416182,,56.878,16.6561,56.85416182,16.6561
Öl Köping26  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (15535:12), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85421062,,56.878,16.6561,56.85421062,16.6561
Öl Köping27  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (15535:2, 15535:5) deponerad i vapenhuset.",6306080.156,stuprunor,,V,,,sten,brunviolett kalksten,3 fragment av runsten,56.8542594,,56.878,16.6561,56.8542594,16.6561
Öl Köping28  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (17565:8), deponerad i tornet.",6306080.156,,,V,,,sten,röd kalksten,fragment av runsten,56.85430814,,56.878,16.6561,56.85430814,16.6561
Öl Köping29  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (15535:4), deponerad i tornet.",6306080.156,kortkvist-s,,V,,,sten,grå kalksten,fragment av runsten,56.85435686,,56.878,16.6561,56.85435686,16.6561
Öl Köping30  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:9), deponerad i vapenhuset.",6306080.156,"kortkvist-s, stuprunor",,V,,,sten,rödbrun kalksten,fragment av runsten,56.85440555,,56.878,16.6561,56.85440555,16.6561
Öl Köping31  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (17565:4(1)), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85445422,,56.878,16.6561,56.85445422,16.6561
Öl Köping32  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (15535:6(7), 25339:10), deponerad i vapenhuset.",6306080.156,,,V,,,sten,grå kalksten,fragment av runsten,56.85450286,,56.878,16.6561,56.85450286,16.6561
Öl Köping33  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:11), deponerad i tornet.",6306080.156,,,V,,,sten,blågrå kalksten,fragment av runsten,56.85455147,,56.878,16.6561,56.85455147,16.6561
Öl Köping34  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:12), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85460006,,56.878,16.6561,56.85460006,16.6561
Öl Köping35  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:14), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85464862,,56.878,16.6561,56.85464862,16.6561
Öl Köping36  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:13), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85469715,,56.878,16.6561,56.85469715,16.6561
Öl Köping37  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (15535:13(18)), deponerad i vapenhuset.",6306080.156,,,V,,,sten,rödbrun kalksten,fragment av runsten,56.85474565,,56.878,16.6561,56.85474565,16.6561
Öl Köping38  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:15), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85479413,,56.878,16.6561,56.85479413,16.6561
Öl Köping39  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:16), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85484258,,56.878,16.6561,56.85484258,16.6561
Öl Köping40  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:17), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85489101,,56.878,16.6561,56.85489101,16.6561
Öl Köping41  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:18), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.8549394,,56.878,16.6561,56.8549394,16.6561
Öl Köping42  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:19), deponerad i tornet.",6306080.156,,,V,,,sten,grå kalksten,2 fragment av runsten,56.85498777,,56.878,16.6561,56.85498777,16.6561
Öl Köping43  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:20), deponerad i tornet.",6306080.156,,,V,,,sten,grå kalksten,fragment av runsten,56.85503612,,56.878,16.6561,56.85503612,16.6561
Öl Köping44  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:21), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85508443,,56.878,16.6561,56.85508443,16.6561
Öl Köping45  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (15535:11), deponerad i vapenhuset.",6306080.156,kortkvist-s,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85513272,,56.878,16.6561,56.85513272,16.6561
Öl Köping46  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:22), deponerad i tornet.",6306080.156,,,V,,,sten,gråaktig kalksten,fragment av runsten,56.85518099,,56.878,16.6561,56.85518099,16.6561
Öl Köping47  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:23), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85522922,,56.878,16.6561,56.85522922,16.6561
Öl Köping48  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (17565:1(4)), deponerad i vapenhuset.",6306080.156,,,V,,,sten,gråbrun kalksten,fragment av runsten,56.85527743,,56.878,16.6561,56.85527743,16.6561
Öl Köping49  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339C), deponerad i vapenhuset.",6306080.156,kortkvist-s,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85532562,,56.878,16.6561,56.85532562,16.6561
Öl Köping50  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:24), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85537377,,56.878,16.6561,56.85537377,16.6561
Öl Köping51  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (17565:5), deponerad i tornet.",6306080.156,kortkvist-R,,V,,,sten,gråröd kalksten,fragment av runsten,56.8554219,,56.878,16.6561,56.8554219,16.6561
Öl Köping52  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:25), deponerad i tornet.",6306080.156,kortkvist-R,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85547001,,56.878,16.6561,56.85547001,16.6561
Öl Köping54  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:26, 17565:3), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,runsten,56.85551808,,56.878,16.6561,56.85551808,16.6561
Öl Köping55  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:27), deponerad i vapenhuset.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85556613,,56.878,16.6561,56.85556613,16.6561
Öl Köping56  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:28), deponerad i tornet.",6306080.156,,,V,,,sten,,fragment av runsten,56.85561415,,56.878,16.6561,56.85561415,16.6561
Öl Köping57  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:29), deponerad i vapenhuset.",6306080.156,,,V,,,sten,violettbrun kalksten,runsten,56.85566215,,56.878,16.6561,56.85566215,16.6561
Öl Köping58  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:30), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85571011,,56.878,16.6561,56.85571011,16.6561
Öl Köping59  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,I tornet.,6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85575806,,56.878,16.6561,56.85575806,16.6561
Öl Köping60  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (17565:7), deponerad i tornet.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85580597,,56.878,16.6561,56.85580597,16.6561
Öl Köping61  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (15535:14), deponerad i tornet.",6306080.156,,,V,,,sten,grå kalksten,fragment av runsten,56.85585386,,56.878,16.6561,56.85585386,16.6561
Öl Köping62  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (17656:9(6)), deponerad i tornet.",6306080.156,,,V,,,sten,grå kalksten,fragment av runsten,56.85590172,,56.878,16.6561,56.85590172,16.6561
Öl Köping64 † ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (25339:8), deponerad i tornet, försvunnen.",6306080.156,,,V,,,sten,grå och röd kalksten,fragment av runsten,56.85594955,,56.878,16.6561,56.85594955,16.6561
Öl Köping65 † ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (15535:3), deponerad i tornet, försvunnen.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85599736,,56.878,16.6561,56.85599736,16.6561
Öl Köping66 † ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,"SHM (15535:10), deponerad i tornet, försvunnen.",6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85604514,,56.878,16.6561,56.85604514,16.6561
Öl Köping68  ,Hässleby,Köpings sn,Slättbo ,Borgholm,Borgholms stadsmuseum,6308300.156,,,V,,,sten,,runsten,56.87600452,,56.878,16.6561,56.87600452,16.6561
Öl Köping69  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,SHM (25339:31),6306080.156,kortkvist-s,,V,,,sten,violettbrun kalksten,runsten,56.85614062,,56.878,16.6561,56.85614062,16.6561
Öl Köping70  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,SHM (25339:32),6306080.156,,,V,,,sten,violettbrun kalksten,fragment av runsten,56.85618832,,56.878,16.6561,56.85618832,16.6561
Öl Köping71  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,SHM (25339:33),6306080.156,kortkvist-s,,V,,,sten,,fragment av runsten,56.85623599,,56.878,16.6561,56.85623599,16.6561
Öl Köping72  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,SHM (25339:34),6306080.156,,,V,,,sten,brunviolett kalksten,2 fragment av runsten,56.85628364,,56.878,16.6561,56.85628364,16.6561
Öl Köping73  ,Köpings kyrka,Köpings sn,Slättbo ,Borgholm,SHM (25339:35),6306080.156,,,V,,,sten,brunviolett kalksten,fragment av runsten,56.85633126,,56.878,16.6561,56.85633126,16.6561
Öl Köping74  ,Gröndal,Köpings sn,Slättbo ,Borgholm,"SHM (17688), ett fragment (även SHM (15535:17)), deponerades i tornet, numera försvunnet.",6306400.156,,,V,,,sten,grå kalksten,3 sammanhörande fragment av runsten,56.85924903,,56.878,16.6561,56.85924903,16.6561
Öl NOR1987;10 $M ,Källa ödekyrka,Källa sn,Åkerbo ,Borgholm,sydportalens ö. vägg,6332300.157,,,M,,,puts,kalkputs,putsinskrift,57.09159557,,56.878,16.6561,57.09159557,16.6561
Öl NOR1997;31 $M ,Gärdslösa kyrka,Gärdslösa sn,Runstens ,Borgholm,södra korsarmens södra mur,6296674.156,,,M,,,puts,kalkputs,putsinskrift,56.77210736,,56.878,16.6561,56.77210736,16.6561
Öl NOR2002;37  ,Triberga fornborg,Hulterstads sn,Möckleby ,Mörbylånga,Kalmar läns museum,6260689.155,,,V,,,sten,grå kalksten,fragment av runsten,56.44937252,,56.5279,16.3835,56.44937252,16.3835
Öl NOR2003;26 U/V ,Borgholm 8:11,Räpplinge sn,Slättbo ,Borgholm,Kalmar läns museum (KLM 38032),6303613.155,,,U/V 560/570-775/800 (Imer 2007),,,sten,sandsten,bryne,56.83444141,,56.878,16.6561,56.83444141,16.6561
Öl SAS1989;43  ,Södra Kvinneby,Stenåsa sn,Möckleby ,Mörbylånga,SHM (25654),6263500.155,,,V 950-1100 (Imer 2007),,,metall,koppar,amulett,56.47468144,,56.5279,16.3835,56.47468144,16.3835
Öl SHM1304:1836:64  ,Lenstad,Torslunda sn,Algutsrums ,Mörbylånga,SHM (1304:1836:64),6276000.155,,,V?,,,sten,kalksten,stenyxa,56.58685486,,56.5279,16.3835,56.58685486,16.3835
Öl SvK128;288 $ ,Källa ödekyrka,Källa sn,Åkerbo ,Borgholm,"SHM 29400:V:18, deponerade i sakristian.",6332312.157,,,V,?,,sten,grå kalksten,2 fragment av runsten,57.09199058,,56.878,16.6561,57.09199058,16.6561
Öl UVÖst2006:42;204 M ,Borgholms slott,Räpplinge sn,Slättbo ,Borgholm,,6305170.155,,,M 1200-1300-t,,,metall,bly,runbleck,56.84859641,,56.878,16.6561,56.84859641,16.6561
Ög 1 $ ,Fivelstads kyrka,Fivelstads sn,Aska ,Motala,I vapenhuset.,6480150.145,,,V,?,,sten,kalksten,fragment av gravhäll,58.41781745,,58.5371,15.0407,58.41781745,15.0407
Ög 2  ,Orlunda kyrka,Orlunda sn,Aska ,Vadstena,,6476907.145,,,V,,,sten,kalksten,gravhäll i två delar,58.38879092,,58.447,14.8912,58.38879092,14.8912
Ög 3 † ,Orlunda kyrkogård,Orlunda sn,Aska ,Vadstena,,6476907.145,,,V,,,sten,kalksten,gravhäll,58.38884108,,58.447,14.8912,58.38884108,14.8912
Ög 4 † ,Orlunda kyrkogård,Orlunda sn,Aska ,Vadstena,,6476907.145,,,V,,,sten,kalksten,gravhäll,58.38889122,,58.447,14.8912,58.38889122,14.8912
Ög 5 $ ,Orlunda kyrkogård,Orlunda sn,Aska ,Vadstena,,6476907.145,,,V,,,sten,kalksten,gravhäll,58.38894132,,58.447,14.8912,58.38894132,14.8912
Ög 6 $ ,Orlunda kyrkogård,Orlunda sn,Aska ,Vadstena,,6476907.145,,,V,,,sten,kalksten,gravhäll,58.3889914,,58.447,14.8912,58.3889914,14.8912
Ög 7  ,Västra Stenby kyrka,Västra Stenby sn,Aska ,Motala,I vapenhuset.,6484900.146,,,V,?,,sten,kalksten,"gravhäll, lockhäll",58.4607071,,58.5371,15.0407,58.4607071,15.0407
Ög 8 $ ,Västra Stenby kyrka,Västra Stenby sn,Aska ,Motala,Rest på kyrkogården.,6484926.146,kortkvist,,V,RAK,,sten,granit,runsten,58.46099037,,58.5371,15.0407,58.46099037,15.0407
Ög 9  ,Vinnerstads kyrka,Vinnerstads sn (nu Motala),Aska ,Motala,Under kyrkan.,6488392.146,,,V,Pr3,,sten,kalksten,runsten,58.49211655,,58.5371,15.0407,58.49211655,15.0407
Ög 10 $ ,Lilla Greby,Askeby sn,Bankekinds ,Linköping,,6476250.15,,,V,RAK,,sten,grå gnejsgranit,runsten,58.38330068,,58.4108,15.6214,58.38330068,15.6214
Ög 11  ,Vårdsbergs kyrka,Vårdsbergs sn,Bankekinds ,Linköping,I tornmuren.,6475631.15,,,V,RAK,,sten,,runsten,58.37780051,,58.4108,15.6214,58.37780051,15.6214
Ög 12  ,Vårdsbergs kyrka,Vårdsbergs sn,Bankekinds ,Linköping,I kyrkan.,6475645.15,,,V,?,,sten,kalksten,2 fragment av gravhäll,58.37797592,,58.4108,15.6214,58.37797592,15.6214
Ög 13  ,Konungsunds kyrka,Konungsunds sn,Björkekinds ,Norrköping,Vid kyrkans huvudingång.,6494284.153,,"A1; B3; C6, C7; D1; 0; F3; 0 & A4; B1; 0; D1; 0; F3; 0",V,Fp,,sten,,runsten,58.54514442,,58.5881,16.1904,58.54514442,16.1904
Ög 14  ,Konungsunds kyrka,Konungsunds sn,Björkekinds ,Norrköping,Vid kyrkans huvudingång.,6494286.153,,A1; B1; C10; D1; E9; F3; 0,V,RAK?,,sten,,runsten,58.5452125,,58.5881,16.1904,58.5452125,16.1904
Ög 15 † ,Svensksund,Konungsunds sn,Björkekinds ,Norrköping,,6496069.153,,,V,?,,sten,,runsten,58.56124882,,58.5881,16.1904,58.56124882,16.1904
Ög 16 † ,Kuddby kyrka,Kuddby sn,Björkekinds ,Norrköping,,6489710.154,,A2; B1; 0; D1; 0; F3; 0,V,RAK,,sten,,runsten,58.5042844,,58.5881,16.1904,58.5042844,16.1904
Ög 17 † ,Kuddby kyrka,Kuddby sn,Björkekinds ,Norrköping,,6489710.154,,,V,Pr3,,sten,,runsten,58.50433439,,58.5881,16.1904,58.50433439,16.1904
Ög 18 $ ,Kuddby kyrktorn,Kuddby sn,Björkekinds ,Norrköping,Rest på kyrkogården samt ett fragment på tornvinden.,6489714.154,,,V,RAK,,sten,,runsten,58.50442021,,58.5881,16.1904,58.50442021,16.1904
Ög 19  ,Kuddby,Kuddby sn,Björkekinds ,Norrköping,Rest 1942 vid kyrkan.,6489650.154,,?; ?; ?; ?; ?; ?; ?,V,?,,sten,,runsten,58.50389631,,58.5881,16.1904,58.50389631,16.1904
Ög 20 $ ,Hjärtrum,Kuddby sn,Björkekinds ,Norrköping,,6487034.154,,A2; B3; C10; D1; 0; F3; G6,V,RAK,,sten,granit,runsten,58.48049083,,58.5881,16.1904,58.48049083,16.1904
Ög 21 $ ,Ingelstad,Kuddby sn,Björkekinds ,Norrköping,,6488210.154,,,V,RAK?,,sten,granit,runsten,58.49108486,,58.5881,16.1904,58.49108486,16.1904
Ög 22  ,Odenstomta,Kuddby sn,Björkekinds ,Norrköping,,6486658.154,,"A4?; B1; C8; D1; 0; F3; 0 & A2; B2; C6, C7; D1; 0; F3; G4",V,RAK,,sten,,runsten,58.47721916,,58.5881,16.1904,58.47721916,16.1904
Ög 23 † ,Örminge,Kuddby sn,Björkekinds ,Norrköping,,6491550.154,,A1; B1; C6; D1; 0; F3; 0,V,Fp,,sten,,runsten,58.52113139,,58.5881,16.1904,58.52113139,16.1904
Ög 24  ,Örminge,Kuddby sn,Björkekinds ,Norrköping,,6491611.154,,,V,?,,sten,,runsten,58.52172814,,58.5881,16.1904,58.52172814,16.1904
Ög 25 † ,Söder Mem,Östra Ny sn,Björkekinds ,Norrköping,,6487100.155,,,V,?,,sten,,runsten,58.48133145,,58.5881,16.1904,58.48133145,16.1904
Ög 26 $ ,Öster Skam,Östra Ny sn,Björkekinds ,Norrköping,,6487164.154,,A1; B2; 0; D1; 0; F3; 0,V,?,,sten,,runsten,58.48195497,,58.5881,16.1904,58.48195497,16.1904
Ög 27 † ,Öster Skam,Östra Ny sn,Björkekinds ,Norrköping,,6487000.155,,,V,?,,sten,,runsten,58.48053416,,58.5881,16.1904,58.48053416,16.1904
Ög 28 † ,Öster Skam,Östra Ny sn,Björkekinds ,Norrköping,,6487000.155,,,V,Pr3,,sten,,runsten,58.48058379,,58.5881,16.1904,58.48058379,16.1904
Ög 29  ,Skjorstad,Tåby sn (eg. Furingstads sn),Björkekinds ,Norrköping,,6489494.153,,,V,Pr3?,,sten,,runsten,58.50299528,,58.5881,16.1904,58.50299528,16.1904
Ög 30  ,Skjorstad,Tåby sn (eg. Furingstads sn),Björkekinds ,Norrköping,,6489494.153,,"A1; B1; C10; D1; E7, E9; F3; 0",V,Fp,,sten,,runsten,58.50304489,,58.5881,16.1904,58.50304489,16.1904
Ög 31 $ ,Å kyrka,Å sn,Björkekinds ,Norrköping,,6486130.154,,A1; B1?; C9; D1; 0; F3; 0,V,RAK?,,sten,granit,runsten,58.47293176,,58.5881,16.1904,58.47293176,16.1904
Ög 32 $ ,Å kyrkogård,Å sn,Björkekinds ,Norrköping,,6486125.154,,,V,Fp,,sten,granit,runsten,58.47293642,,58.5881,16.1904,58.47293642,16.1904
Ög 33 $ ,Å kyrkogård,Å sn,Björkekinds ,Norrköping,,6486122.154,,,V,RAK,,sten,granit,runsten,58.47295899,,58.5881,16.1904,58.47295899,16.1904
Ög 34 $ ,Lundby,Å sn,Björkekinds ,Norrköping,,6486920.154,,A2; B1; C10; D1; 0; F3; 0,V,RAK,,sten,,runsten,58.48016362,,58.5881,16.1904,58.48016362,16.1904
Ög 35 $M ,Fornåsa kyrka,Fornåsa sn,Bobergs ,Motala,"Östergötlands länsmuseum, Linköping (C 4308). Ett fragment förvaras i tornet.",6484317.147,,,M,,,sten,kalksten,gravhäll,58.45687334,,58.5371,15.0407,58.45687334,15.0407
Ög 36 † ,Fornåsa kyrka,Fornåsa sn,Bobergs ,Motala,,6484310.147,,,V,?,,sten,,fragment av runsten,58.45685992,,58.5371,15.0407,58.45685992,15.0407
Ög 36B † ,Fornåsa kyrka,Fornåsa sn,Bobergs ,Motala,,6484310.147,,,V,,,sten,,gravhäll,58.45690924,,58.5371,15.0407,58.45690924,15.0407
Ög 37 † ,Fornåsa kyrka,Fornåsa sn,Bobergs ,Motala,,6484310.147,,,V,?,,sten,,runsten,58.45695854,,58.5371,15.0407,58.45695854,15.0407
Ög 38  ,Boberg,Fornåsa sn,Bobergs ,Motala,,6483355.147,kortkvist,,V 900-t,RAK?,,sten,,runsten,58.44844475,,58.5371,15.0407,58.44844475,15.0407
Ög 39 †M ,Skeppsås kyrka,Skeppsås sn,Bobergs ,Mjölby,,6481320.147,,,M,,,sten,kalksten,gravhäll,58.43024695,,58.322,15.13,58.43024695,15.13
Ög 40 †$ ,Vallerstads kyrka,Vallerstads sn,Bobergs ,Mjölby,,6478007.146,,A2?; B1; 0; D6; 0; F3; 0,V,Pr3?,,sten,,runsten,58.40058954,,58.322,15.13,58.40058954,15.13
Ög 41 † ,Älvestads kyrka,Älvestads sn,Bobergs ,Motala,,6480399.147,,,V,Pr3?,,sten,,runsten,58.42208695,,58.5371,15.0407,58.42208695,15.0407
Ög 42 $ ,Örevad,Älvestads sn,Bobergs ,Motala,,6480190.147,,"A2; B1; C6, C7; D1; 0; F3; 0",V,RAK,,sten,,runsten,58.42026199,,58.5371,15.0407,58.42026199,15.0407
Ög 43  ,Ingelstad,Östra Eneby sn (nu Norrköping),Bråbo ,Norrköping,,6498895.152,kortkvist,,V b 900-t,?,,sten,,berghäll,58.58802977,,58.5881,16.1904,58.58802977,16.1904
Ög 44 † ,Björnsnäs,Kvillinge sn,Bråbo ,Norrköping,,6504350.152,,,V,?,,sten,,runsten,58.63699023,,58.5881,16.1904,58.63699023,16.1904
Ög 45  ,Björnsnäs,Kvillinge sn,Bråbo ,Norrköping,,6504148.152,,,V,Fp,,sten,,berghäll,58.63522845,,58.5881,16.1904,58.63522845,16.1904
Ög 46  ,Ströbo äng,Kvillinge sn,Bråbo ,Norrköping,Vid gamla Stockholmsvägen vid bron över Vilhelmsbergsbäcken.,6501000.152,,"A4?; B1; C4, C10; D6?; ?; F3; 0",V,?,,sten,,runsten,58.6070519,,58.5881,16.1904,58.6070519,16.1904
Ög 47 $ ,Ströbo äng,Kvillinge sn,Bråbo ,Norrköping,Vid gamla Stockholmsvägen vid bron över Vilhelmsbergsbäcken.,6501000.152,,,V,RAK,,sten,,runsten,58.6071012,,58.5881,16.1904,58.6071012,16.1904
Ög 48  ,Ströbo äng,Kvillinge sn,Bråbo ,Norrköping,Vid gamla Stockholmsvägen vid bron över Vilhelmsbergsbäcken.,6501000.152,,A1; B1; 0; D1; 0; F3; 0,V,?,,sten,,runsten,58.60715046,,58.5881,16.1904,58.60715046,16.1904
Ög 49 $M ,Rogslösa kyrkogård,Rogslösa sn,Dals ,Vadstena,Ett återfunnet fragment förvaras i tornkammaren.,6473782.144,,,M,,,sten,grå kalksten,gravhäll,58.36314501,,58.447,14.8912,58.36314501,14.8912
Ög 50 † ,Hässleby,Rogslösa sn,Dals ,Vadstena,,6473300.144,,,V,?,,sten,,fragment av runsten,58.35887168,,58.447,14.8912,58.35887168,14.8912
Ög 51 $ ,Väversunda kyrka,Väversunda sn,Dals ,Vadstena,,6469778.144,,,V,,,sten,grå kalksten,gravhäll,58.32733856,,58.447,14.8912,58.32733856,14.8912
Ög 52 $ ,Väversunda kyrka,Väversunda sn,Dals ,Vadstena,Nu i vapenhuset och tornet.,6469778.144,,,V,,,sten,kalksten,gravhäll,58.32738718,,58.447,14.8912,58.32738718,14.8912
